#Samples,Avg. cos sim with true grad,Avg. pairwise cos sim,Norm,Estimator,K,trial
593,0.9012438654899597,0.8616078495979309,0.17220401763916016,maac,0,Generator(PCG64)
598,0.9151545763015747,0.8869332075119019,0.1668209433555603,dpg,0,Generator(PCG64)
598,0.9076695442199707,0.8717705011367798,0.16766467690467834,maac,0,Generator(PCG64)
603,0.9041463136672974,0.8699229955673218,0.16203169524669647,dpg,0,Generator(PCG64)
603,0.905908465385437,0.883026123046875,0.1657678484916687,maac,0,Generator(PCG64)
608,0.9112207293510437,0.8940877318382263,0.17145133018493652,dpg,0,Generator(PCG64)
608,0.9053279757499695,0.8838967084884644,0.17335180938243866,maac,0,Generator(PCG64)
613,0.9045438766479492,0.8781141638755798,0.1661698967218399,dpg,0,Generator(PCG64)
613,0.8987234830856323,0.8665341138839722,0.1618669182062149,maac,0,Generator(PCG64)
618,0.916535496711731,0.8845860958099365,0.16585195064544678,dpg,0,Generator(PCG64)
618,0.9147869348526001,0.8930897116661072,0.16556881368160248,maac,0,Generator(PCG64)
623,0.9107152223587036,0.8839468359947205,0.16581682860851288,dpg,0,Generator(PCG64)
623,0.9091140031814575,0.880560576915741,0.17697040736675262,maac,0,Generator(PCG64)
628,0.8999422788619995,0.8814460635185242,0.17059564590454102,dpg,0,Generator(PCG64)
628,0.9112272262573242,0.8969357013702393,0.1674298644065857,maac,0,Generator(PCG64)
633,0.9167951345443726,0.8801466822624207,0.16874870657920837,dpg,0,Generator(PCG64)
633,0.903039813041687,0.8772709369659424,0.16603566706180573,maac,0,Generator(PCG64)
638,0.9053679704666138,0.8810312747955322,0.1628262847661972,dpg,0,Generator(PCG64)
638,0.9171304702758789,0.8840001225471497,0.17063775658607483,maac,0,Generator(PCG64)
643,0.8881346583366394,0.8661191463470459,0.1585419923067093,dpg,0,Generator(PCG64)
643,0.9058976173400879,0.8789926171302795,0.1734941452741623,maac,0,Generator(PCG64)
648,0.9106788635253906,0.8854600787162781,0.16784372925758362,dpg,0,Generator(PCG64)
648,0.9103211164474487,0.8850491046905518,0.1693420559167862,maac,0,Generator(PCG64)
653,0.9162195920944214,0.8878627419471741,0.17149718105793,dpg,0,Generator(PCG64)
653,0.9085807800292969,0.8858090043067932,0.16763834655284882,maac,0,Generator(PCG64)
658,0.8970897793769836,0.8700112104415894,0.16781112551689148,dpg,0,Generator(PCG64)
658,0.9130980372428894,0.8831532597541809,0.1631372570991516,maac,0,Generator(PCG64)
663,0.9091036915779114,0.8798856139183044,0.16802744567394257,dpg,0,Generator(PCG64)
663,0.9038089513778687,0.8736273050308228,0.16405625641345978,maac,0,Generator(PCG64)
668,0.9087306261062622,0.8756483197212219,0.16612525284290314,dpg,0,Generator(PCG64)
668,0.9042701721191406,0.888697624206543,0.1644708216190338,maac,0,Generator(PCG64)
673,0.9139577746391296,0.8869144916534424,0.16217361390590668,dpg,0,Generator(PCG64)
673,0.9134281277656555,0.8944475650787354,0.17625565826892853,maac,0,Generator(PCG64)
678,0.9210355877876282,0.8971378803253174,0.16540886461734772,dpg,0,Generator(PCG64)
678,0.9251089096069336,0.9116257429122925,0.16982607543468475,maac,0,Generator(PCG64)
683,0.9119536280632019,0.8826497197151184,0.16500018537044525,dpg,0,Generator(PCG64)
683,0.9193293452262878,0.9107255935668945,0.1708563268184662,maac,0,Generator(PCG64)
688,0.917191207408905,0.8863084316253662,0.16450759768486023,dpg,0,Generator(PCG64)
688,0.9136336445808411,0.8894178867340088,0.16427971422672272,maac,0,Generator(PCG64)
693,0.9129352569580078,0.8805689215660095,0.1626879721879959,dpg,0,Generator(PCG64)
693,0.9209944009780884,0.8945575952529907,0.16641277074813843,maac,0,Generator(PCG64)
698,0.9207374453544617,0.8913355469703674,0.16676492989063263,dpg,0,Generator(PCG64)
698,0.9134774208068848,0.8865710496902466,0.16128499805927277,maac,0,Generator(PCG64)
703,0.9160864949226379,0.8842907547950745,0.16622664034366608,dpg,0,Generator(PCG64)
703,0.9177898168563843,0.8903084397315979,0.16076414287090302,maac,0,Generator(PCG64)
708,0.9224111437797546,0.9080810546875,0.16680851578712463,dpg,0,Generator(PCG64)
708,0.9111303091049194,0.8981337547302246,0.1683594286441803,maac,0,Generator(PCG64)
713,0.919941246509552,0.9014872312545776,0.1637568473815918,dpg,0,Generator(PCG64)
713,0.9101024866104126,0.8763821721076965,0.1633947491645813,maac,0,Generator(PCG64)
718,0.9231683015823364,0.9028393030166626,0.17151866853237152,dpg,0,Generator(PCG64)
718,0.9133888483047485,0.9058130979537964,0.1682775765657425,maac,0,Generator(PCG64)
723,0.9222989082336426,0.9055270552635193,0.1654304563999176,dpg,0,Generator(PCG64)
723,0.9168802499771118,0.8954586386680603,0.16554756462574005,maac,0,Generator(PCG64)
728,0.9124997854232788,0.898499608039856,0.17560625076293945,dpg,0,Generator(PCG64)
728,0.920791506767273,0.8983074426651001,0.16429948806762695,maac,0,Generator(PCG64)
733,0.9299389123916626,0.9098203778266907,0.17064592242240906,dpg,0,Generator(PCG64)
733,0.9221379160881042,0.8984203934669495,0.16281907260417938,maac,0,Generator(PCG64)
738,0.9126057624816895,0.8947415947914124,0.16632595658302307,dpg,0,Generator(PCG64)
738,0.9024538993835449,0.8869171142578125,0.16095346212387085,maac,0,Generator(PCG64)
743,0.9184768795967102,0.8907219171524048,0.16658803820610046,dpg,0,Generator(PCG64)
743,0.9240998029708862,0.8958616256713867,0.16399013996124268,maac,0,Generator(PCG64)
748,0.911601722240448,0.8829959630966187,0.162935271859169,dpg,0,Generator(PCG64)
748,0.9094412922859192,0.8716573119163513,0.163922518491745,maac,0,Generator(PCG64)
754,0.9188289642333984,0.8891056776046753,0.16936016082763672,dpg,0,Generator(PCG64)
754,0.9091302752494812,0.8862013220787048,0.16226264834403992,maac,0,Generator(PCG64)
759,0.9214375615119934,0.9010477662086487,0.1583886593580246,dpg,0,Generator(PCG64)
759,0.9200084805488586,0.8948293924331665,0.16555482149124146,maac,0,Generator(PCG64)
764,0.919813334941864,0.8993789553642273,0.1668078601360321,dpg,0,Generator(PCG64)
764,0.9216122627258301,0.9007253646850586,0.16396215558052063,maac,0,Generator(PCG64)
769,0.9218963384628296,0.9024463295936584,0.16813677549362183,dpg,0,Generator(PCG64)
769,0.9187418222427368,0.9021152257919312,0.16582337021827698,maac,0,Generator(PCG64)
774,0.9178453683853149,0.8984907269477844,0.17087861895561218,dpg,0,Generator(PCG64)
